Brnd_Name,Gnrc_Name,Mftr_Name,Tot_Spndng_2018,Tot_Clms_2018,Tot_Benes_2018,Tot_Spndng_2019,Tot_Clms_2019,Tot_Benes_2019,Tot_Spndng_2020,Tot_Clms_2020,Tot_Benes_2020,Tot_Spndng_2021,Tot_Clms_2021,Tot_Benes_2021,Tot_Spndng_2022,Tot_Clms_2022,Tot_Benes_2022
Venofer,"Iron Sucrose Complex","Amer. Regent","","","","","","","","","","","","",5735.66,16,12
"Ventolin HFA","Albuterol Sulfate",Overall,574530659.33,8885217,3382573,499768121.76,7293105,2996019,314326928.26,4649329,1693314,195533209.94,2745417,974374,170323373.39,2298057,837267
"Ventolin HFA","Albuterol Sulfate",Glaxosmithkline,574530659.33,8885217,3382573,499768121.76,7293105,2996019,314326928.26,4649329,1693314,195533209.94,2745417,974374,170323373.39,2298057,837267
"Veo Insulin Syringe","Syrge-Ndl,Ins 0.3 Ml Half Mark",Overall,798284.16,34914,13973,816690.25,34354,14163,890092.18,35105,14264,942528.54,34565,14352,975925.49,33484,13986
"Veo Insulin Syringe","Syrge-Ndl,Ins 0.3 Ml Half Mark","Bd Diabetes",798284.16,34914,13973,816690.25,34354,14163,890092.18,35105,14264,942528.54,34565,14352,975925.49,33484,13986
"Veo Insulin Syringe","Syring-Needl,Disp,Insul,0.3 Ml",Overall,1256852.23,34608,14421,1340070.4,33647,14030,1475874.23,34586,13845,1475987.05,32388,13314,1428238.16,28566,11924
"Veo Insulin Syringe","Syring-Needl,Disp,Insul,0.3 Ml","Bd Diabetes",1256852.23,34608,14421,1340070.4,33647,14030,1475874.23,34586,13845,1475987.05,32388,13314,1428238.16,28566,11924
"Veo Insulin Syringe","Syringe And Needle,Insulin,1ml",Overall,3774467.39,123905,46681,3794740.82,119503,45513,3793667.42,118879,44258,3760190.12,110334,42166,3624488.11,100916,38822
"Veo Insulin Syringe","Syringe And Needle,Insulin,1ml","Bd Diabetes",3774467.39,123905,46681,3794740.82,119503,45513,3793667.42,118879,44258,3760190.12,110334,42166,3624488.11,100916,38822
"Veo Insulin Syringe","Syringe-Needle,Insulin,0.5 Ml",Overall,4696181.11,181422,65099,4685768.59,172565,62561,4706879.57,168692,59770,4734088.83,155593,57115,4660704.03,144802,53140
"Veo Insulin Syringe","Syringe-Needle,Insulin,0.5 Ml","Bd Diabetes",4696181.11,181422,65099,4685768.59,172565,62561,4706879.57,168692,59770,4734088.83,155593,57115,4660704.03,144802,53140
"Verapamil ER","Verapamil HCl",Overall,36980839.17,1145203,349400,37220485.29,1244972,314813,47840407.11,1334025,311520,46836140.87,1256920,304619,42696007.63,1154883,285063
"Verapamil ER","Verapamil HCl","Nivagen Pharmac","","","",945180.4,36303,27285,8065014.3,319368,104473,9389942.6,398114,112564,9806531.42,405770,109058
"Verapamil ER","Verapamil HCl","Mylan Instituti",60717.07,2499,867,27680.33,1158,371,31166.22,196,95,22976.96,163,74,50645.46,281,131
"Verapamil ER","Verapamil HCl",Mylan,19920339.29,401822,122878,5445463.89,91157,45028,12873857.8,137453,43948,13182222.18,139652,44502,9372108.18,100810,34064
"Verapamil ER","Verapamil HCl","Glenmark Pharma",16999782.81,740882,201283,30802160.67,1116354,286460,26870368.79,877008,228788,24240999.13,718991,186104,23466722.57,648022,169554
"Verapamil ER PM","Verapamil HCl",Overall,10087815.08,80531,20937,23837914.75,85478,20035,30319928.25,78137,18041,27278489.45,68178,16452,25521235.3,61900,14907
"Verapamil ER PM","Verapamil HCl",Kremers/Lannett,10087815.08,80531,19510,23837914.75,85478,19928,30319928.25,78137,18041,27278489.45,68178,16452,25521235.3,61900,14907
"Verapamil HCl*","Verapamil HCl",Overall,3516550.76,242616,72245,4399949.09,284208,71555,4421633.04,274201,66811,4113462.89,256693,64759,4023878.86,246828,62653
"Verapamil HCl*","Verapamil HCl","Zydus Pharmaceu","","","","","","","","","",1292.82,27,13,397.4,11,""
"Verapamil HCl*","Verapamil HCl","Major Pharmaceu",12458.06,947,652,14836.24,1126,586,9892.51,734,362,4848.39,379,187,668.81,80,39
"Verapamil HCl*","Verapamil HCl",Hospira/Pfizer,12329.46,146,69,7269.57,103,45,4926.03,79,36,3932.41,53,23,4722.33,50,22
"Verapamil HCl*","Verapamil HCl",Avkare,"","","","","","",275.96,18,14,1085.94,75,47,123.48,11,""
"Verapamil HCl*","Verapamil HCl","Avet Pharmaceut",2377765.71,167418,47145,3034694.84,198728,56899,3061894.99,190112,53319,3547583.29,220235,59837,3138351.7,182996,51974
"Verapamil HCl*","Verapamil HCl","Armas Pharmaceu","","","","","","",571.05,14,"","","","",1023.35,17,""
"Verapamil HCl*","Verapamil HCl","Amneal Bioscien","","","",1057.51,11,"",1292.09,15,12,4286.09,30,17,3380.52,29,15
"Verapamil HCl*","Verapamil HCl",Actavis/Teva,1113997.53,74105,20671,1342090.93,84240,28970,1342780.41,83229,27995,550433.95,35894,15771,875211.27,63634,21086
"Verapamil SR","Verapamil HCl",Overall,50375272.78,360309,102816,49043517.75,406171,107096,40393322.23,305310,80235,37808753.81,270118,72359,39622062.05,282748,78364
"Verapamil SR","Verapamil HCl",Actavis/Teva,50375272.78,360309,102816,49043517.75,406171,107096,40393322.23,305310,80235,37808753.81,270118,72359,39622062.05,282748,78364
Verdeso,Desonide,Overall,"","","","","","",64632.5,63,44,76255.53,70,48,15626.84,14,""
Verdeso,Desonide,"Almirall, LLC","","","","","","",64632.5,63,44,76255.53,70,48,15626.84,14,""
Veregen,Sinecatechins,Overall,392067.88,247,134,334500.27,219,102,223303.56,150,85,272736.08,190,80,239487.8,133,63
Veregen,Sinecatechins,"Doak Derm.",392067.88,247,134,334500.27,219,102,223303.56,150,85,272736.08,190,80,239487.8,133,63
Verelan,"Verapamil HCl",Overall,387797.24,781,211,364152.89,645,166,303544.42,477,121,224672.72,364,100,18319.56,25,19
Verelan,"Verapamil HCl",Kremers/Lannett,387797.24,781,211,364152.89,645,166,303544.42,477,121,224672.72,364,100,18319.56,25,19
"Verelan PM","Verapamil HCl",Overall,206365.98,451,92,200502.91,439,85,178329.01,361,71,153117.88,317,59,138462.95,284,59
"Verelan PM","Verapamil HCl",Kremers/Lannett,206365.98,451,92,200502.91,439,85,178329.01,361,71,153117.88,317,59,138462.95,284,59
Verkazia,Cyclosporine,Overall,"","","","","","","","","","","","",114396.77,68,38
Verkazia,Cyclosporine,Eyevance/Santen,"","","","","","","","","","","","",114396.77,68,38
Verquvo,Vericiguat,Overall,"","","","","","","","","",3048794.4,3730,1361,15714170.24,17219,4689
Verquvo,Vericiguat,"Merck Sharp & D","","","","","","","","","",3048794.4,3730,1361,15714170.24,17219,4689
Versacloz,Clozapine,Overall,"","",73,495626.68,350,57,797710.58,525,62,1014050.49,654,83,1200112.31,731,81
Versacloz,Clozapine,"Trupharma, LLC.","","","",495626.68,350,54,797710.58,525,62,1014050.49,654,83,1200112.31,731,81
Verzenio,Abemaciclib,Overall,106458847.68,9483,2556,216608582.81,18355,3842,286188072.97,22862,4118,324570465.28,24509,4406,474171738.47,33805,6042
Verzenio,Abemaciclib,"Eli Lilly & Co.",106458847.68,9483,2556,216608582.81,18355,3842,286188072.97,22862,4118,324570465.28,24509,4406,474171738.47,33805,6042
Vesicare,"Solifenacin Succinate",Overall,691682757.29,1376890,270534,360898310.14,657329,185210,24266368.45,44858,16456,11939850.76,17668,4527,8069840.43,11026,2787
Vesicare,"Solifenacin Succinate","Astellas Pharma",691682757.29,1376890,270534,360898310.14,657329,185210,24266368.45,44858,16456,11939850.76,17668,4527,8069840.43,11026,2787
"Vesicare Ls","Solifenacin Succinate",Overall,"","","","","","","","","",7685.23,30,12,14716.59,50,22
"Vesicare Ls","Solifenacin Succinate","Astellas Pharma","","","","","","","","","",7685.23,30,12,14716.59,50,22
Vestura,"Ethinyl Estradiol/Drospirenone",Overall,"","",95,"","","","","","",51535.58,711,294,71912.66,1123,377
Vestura,"Ethinyl Estradiol/Drospirenone","Teva USA","","","","","","","","","",51535.58,711,294,71912.66,1123,377
Vfend,Voriconazole,Overall,526582.59,73,14,415760.35,51,11,42157.76,77,29,13420.4,44,20,8554.02,36,13
Vfend,Voriconazole,"Pfizer US Pharm",526582.59,73,14,415760.35,51,11,42157.76,77,29,13420.4,44,20,8554.02,36,13
"Vfend IV",Voriconazole,Overall,216594.99,228,81,1404834.18,390,237,92036.96,167,55,95315.66,177,58,237120.04,218,61
"Vfend IV",Voriconazole,"Pfizer US Pharm",216594.99,228,76,1404834.18,390,237,92036.96,167,55,95315.66,177,56,237120.04,218,61
Viagra,"Sildenafil Citrate",Overall,21217022.57,72167,15762,11754322.86,39523,6840,2054228.87,6335,1102,729142.47,1922,429,531482.99,1412,322
Viagra,"Sildenafil Citrate",Pfizer/Viatris,21217022.57,72167,15762,11754322.86,39523,6840,2054228.87,6335,1102,729142.47,1922,429,531482.99,1412,322
Vibativ,"Telavancin HCl",Overall,"","",92,"","",73,"","",79,628662.55,174,50,618854.97,156,38
Vibativ,"Telavancin HCl","Cumberland Phar","","","","","","","","","",628662.55,174,50,618854.97,156,38
Viberzi,Eluxadoline,Overall,59358900.72,48284,11441,60076483.3,43681,9934,60194815.29,42359,8693,58110618.85,38795,7839,59159196.03,37023,7332
Viberzi,Eluxadoline,"Allergan Inc.",59358900.72,48284,11441,60076483.3,43681,9934,60194815.29,42359,8693,58110618.85,38795,7839,59159196.03,37023,7332
Vibramycin,"Doxycycline Calcium",Overall,299872.78,1522,910,207057.97,1113,713,195444.41,1017,660,171321.91,849,548,30812.74,223,154
Vibramycin,"Doxycycline Calcium","Pfizer US Pharm",299872.78,1522,910,207057.97,1113,713,195444.41,1017,660,171321.91,849,548,30812.74,223,154
"Victoza 2-Pak",Liraglutide,Overall,333796782.83,473241,125463,367074587.8,457374,120764,349476158.75,400626,101652,334897957.37,349866,91602,319205509.29,308357,82777
"Victoza 2-Pak",Liraglutide,"Novo Nordisk",333796782.83,473241,125463,367074587.8,457374,120764,349476158.75,400626,101652,334897957.37,349866,91602,319205509.29,308357,82777
"Victoza 3-Pak",Liraglutide,Overall,1341490978.4,1112798,250127,1526957830.3,1120952,248629,1545815414.8,1040550,224779,1422292583.1,884941,200512,1238594872.4,724049,167181
"Victoza 3-Pak",Liraglutide,"Novo Nordisk",1341490978.4,1112798,250127,1526957830.3,1120952,248629,1545815414.8,1040550,224779,1422292583.1,884941,200512,1238594872.4,724049,167181
Vidaza,Azacitidine,Overall,292609.33,41,"",272209.24,49,12,62773.42,14,"","","","",49944.36,11,""
Vidaza,Azacitidine,Celgene/BMS,292609.33,41,"",272209.24,49,12,62773.42,14,"","","","",49944.36,11,""
Vienva,Levonorgestrel/Ethin.Estradiol,Overall,7134.76,228,1702,158674.22,5561,1597,200790.78,6872,1662,237277.07,8671,2039,271297.85,10385,2585
Vienva,Levonorgestrel/Ethin.Estradiol,"Xiromed, LLC",7134.76,228,201,158674.22,5561,1486,200790.78,6872,1662,237277.07,8671,2039,271297.85,10385,2585
Vigabatrin,Vigabatrin,Overall,2209381.48,142,16,18264771.76,964,123,21556527.4,1236,132,18814916.45,1179,117,15994587.06,1119,108
Vigabatrin,Vigabatrin,"Zydus Pharmaceu","","","","","","","","","","","","",3743606.63,220,49
Vigabatrin,Vigabatrin,"Par Pharm.",2072626.62,130,15,2755516.74,171,19,1135616.21,77,18,270278.03,17,11,211335.76,14,""
Vigabatrin,Vigabatrin,"Dr.Reddy'S Lab","","","",181592.74,12,"",339521.52,24,"",1179035.23,93,19,2792460.77,225,25
Vigabatrin,Vigabatrin,"Cipla USA, Inc.","","","","","","",934707.16,103,16,1568319.84,199,19,1482443.79,205,18
Vigabatrin,Vigabatrin,"Amneal Pharmace",136754.86,12,"",374653.52,33,"",624427.21,44,"",644054.98,42,"",622550.28,43,""
Vigabatrin,Vigabatrin,Actavis/Teva,"","","",14953008.76,748,101,18522255.3,988,108,15153228.37,828,87,7142189.83,412,65
Vigamox,"Moxifloxacin HCl",Overall,3670423.11,21316,14690,700647.68,3571,2295,377091.99,1910,1060,255047.61,1164,604,199566.36,847,445
Vigamox,"Moxifloxacin HCl",Novartis,"","","","","","","","","",12775.46,62,52,185954.18,777,405
Vigamox,"Moxifloxacin HCl",Alcon/Novartis,3670423.11,21316,14690,700647.68,3571,2295,377091.99,1910,1060,242272.15,1102,586,13612.18,70,55
Viibryd,"Vilazodone HCl",Overall,93989007.17,300528,49217,111391307.21,318172,53375,125109997.74,327934,52638,134672679.69,324073,52706,86482099.33,201496,45008
Viibryd,"Vilazodone HCl","Allergan Inc.",93989007.17,300528,49217,111391307.21,318172,53375,125109997.74,327934,52638,134672679.69,324073,52706,86482099.33,201496,45008
Vijoice,Alpelisib,Overall,"","","","","","","","","","","","",1894696.84,29,""
Vijoice,Alpelisib,Novartis,"","","","","","","","","","","","",1894696.84,29,""
"Vilazodone HCl","Vilazodone HCl",Overall,"","","","","","","","","","","","",24476198.89,117680,36999
"Vilazodone HCl","Vilazodone HCl","Teva USA","","","","","","","","","","","","",3537030.7,13576,5440
"Vilazodone HCl","Vilazodone HCl","Apotex Corp","","","","","","","","","","","","",5914459.72,29938,10344
"Vilazodone HCl","Vilazodone HCl","Alembic Pharmac","","","","","","","","","","","","",5614108.09,31510,10885
"Vilazodone HCl","Vilazodone HCl","Accord Healthca","","","","","","","","","","","","",9410600.38,42656,15554
Vimizim,"Elosulfase Alfa",Overall,13906365.75,154,14,14364698.82,163,13,13459121.11,149,14,13731157.57,147,13,13803740.27,133,14
Vimizim,"Elosulfase Alfa","Biomarin Pharma",13906365.75,154,14,14364698.82,163,13,13459121.11,149,14,13731157.57,147,13,13803740.27,133,14
Vimovo,"Naproxen/Esomeprazole Mag",Overall,34062584.84,12421,3956,32800085.72,11814,3489,17389928.13,6369,1756,6376099.22,2279,495,4775335.27,1696,326
Vimovo,"Naproxen/Esomeprazole Mag","Horizon Pharma",34062584.84,12421,3956,32800085.72,11814,3489,17389928.13,6369,1756,6376099.22,2279,495,4775335.27,1696,326
Vimpat*,Lacosamide,Overall,545217016.93,659557,70466,636391638.59,726686,76224,709365914.73,759926,80072,788463467.48,787563,83847,409943813.96,379160,73169
Vimpat*,Lacosamide,"UCB Pharma*",545217016.93,659557,70466,636391638.59,726686,76224,709365914.73,759926,80072,788463467.48,787563,83847,409943813.96,379160,73169
"Vinblastine Sulfate","Vinblastine Sulfate",Overall,4360.57,46,13,4520.47,55,16,3980.12,39,11,4647.82,39,15,4017.66,42,16
"Vinblastine Sulfate","Vinblastine Sulfate","App/Fresenius K",4360.57,46,13,4520.47,55,16,3980.12,39,11,4647.82,39,15,4017.66,42,16
"Vincasar PFS","Vincristine Sulfate",Overall,1169.32,44,15,"","","","","","","","","",290.48,11,""
"Vincasar PFS","Vincristine Sulfate","Teva Parenteral",1169.32,44,15,"","","","","","","","","",290.48,11,""
"Vincristine Sulfate","Vincristine Sulfate",Overall,4802.47,415,112,3544.88,324,100,2780.7,269,79,4117.64,381,105,4727.26,431,119
"Vincristine Sulfate","Vincristine Sulfate",Hospira/Pfizer,4802.47,415,111,3544.88,324,98,2780.7,269,79,4117.64,381,105,4727.26,431,119
"Vinorelbine Tartrate","Vinorelbine Tartrate",Overall,19923.57,124,36,24213.19,132,37,27559.74,143,40,27223.37,137,36,23243.16,104,28
"Vinorelbine Tartrate","Vinorelbine Tartrate","Sagent Pharmace",18123.35,113,29,20506.81,114,30,24031.28,129,38,23866.14,126,34,18804.4,84,22
"Vinorelbine Tartrate","Vinorelbine Tartrate",Actavis/Teva,1800.22,11,"",3706.38,18,"",3528.46,14,"",3357.23,11,"",4438.76,20,""
Viokace,Lipase/Protease/Amylase,Overall,2571646.91,2112,613,2585781.54,2128,642,2682687.01,2310,725,2686556.51,2250,638,2846434.58,2091,637
Viokace,Lipase/Protease/Amylase,"Nestle Nutritio","","","","","","","","","",1743703.05,1199,415,2824115.22,2009,614
Viokace,Lipase/Protease/Amylase,Allergan/Nestle,2571646.91,2112,613,2585781.54,2128,642,2682687.01,2310,725,942853.46,1051,438,22319.36,82,36
Viorele,Desog-E.Estradiol/E.Estradiol,Overall,137458.66,3301,863,137040.18,2536,631,132007.59,2143,557,79016.4,1534,426,70973.36,1430,395
Viorele,Desog-E.Estradiol/E.Estradiol,"Glenmark Pharma",137458.66,3301,863,137040.18,2536,631,132007.59,2143,557,79016.4,1534,426,70973.36,1430,395
Viracept,"Nelfinavir Mesylate",Overall,5630586.41,4387,593,1757168.99,1336,231,1431045.79,1091,150,1279964.62,989,120,1144770.08,907,103
Viracept,"Nelfinavir Mesylate","Viiv Healthcare",5630586.41,4387,593,1757168.99,1336,231,1431045.79,1091,150,1279964.62,989,120,1144770.08,907,103
"Viramune XR",Nevirapine,Overall,566116.89,684,98,457035.51,517,82,429690.23,435,64,435529.08,451,61,86213.59,93,37
"Viramune XR",Nevirapine,"Boehringer Ing.",566116.89,684,98,457035.51,517,82,429690.23,435,64,435529.08,451,61,86213.59,93,37
Viread,"Tenofovir Disoproxil Fumarate",Overall,41230224.52,37836,7882,9738673.98,7722,2187,6423974.71,4121,736,4643114.01,2844,527,4181792.85,2496,407
Viread,"Tenofovir Disoproxil Fumarate","Gilead Sciences",41230224.52,37836,7882,9738673.98,7722,2187,6423974.71,4121,736,4643114.01,2844,527,4181792.85,2496,407
"Virt-C DHA","Mvn-Min75/Iron/Iron Ps/Om3/DHA",Overall,5996.79,133,38,5230.11,141,49,4055.51,100,38,2823.7,62,32,3376.07,62,24
"Virt-C DHA","Mvn-Min75/Iron/Iron Ps/Om3/DHA","Virtus Pharmace",5996.79,133,38,5230.11,141,49,4055.51,100,38,2823.7,62,32,3376.07,62,24
Virt-Caps,"B Complex W-C No.20/Folic Acid",Overall,17199.93,757,238,6478.29,214,74,5737.34,202,67,6414.84,228,82,8551.75,270,95
Virt-Caps,"B Complex W-C No.20/Folic Acid","Virtus Pharmace",17199.93,757,238,6478.29,214,74,5737.34,202,67,6414.84,228,82,8551.75,270,95
"Virt-Nate DHA","PNV 11/Iron Fum/Folic Acid/Om3",Overall,13633.31,91,34,11154.59,110,38,18144.53,180,61,13209.32,129,55,8372.64,88,34
"Virt-Nate DHA","PNV 11/Iron Fum/Folic Acid/Om3","Virtus Pharmace",13633.31,91,34,11154.59,110,38,18144.53,180,61,13209.32,129,55,8372.64,88,34
"Virt-Pn DHA","Multivit 47/Iron/Folate 1/DHA",Overall,32858.15,413,155,32782.24,501,168,23405.81,361,137,9481.31,154,86,5333.5,102,48
"Virt-Pn DHA","Multivit 47/Iron/Folate 1/DHA","Virtus Pharmace",32858.15,413,155,32782.24,501,168,23405.81,361,137,9481.31,154,86,5333.5,102,48
Vistaril,"Hydroxyzine Pamoate",Overall,23792.6,120,69,3259.15,24,17,22530.85,74,39,20534.79,103,48,24009.62,219,97
Vistaril,"Hydroxyzine Pamoate","Pfizer US Pharm",23792.6,120,69,3259.15,24,17,22530.85,74,39,20534.79,103,48,24009.62,219,97
"Vitafol Fe Plus","PNV 102/Iron/Folate/DHA",Overall,"","","","","","","","","","","","",2864.5,15,""
"Vitafol Fe Plus","PNV 102/Iron/Folate/DHA","Exeltis USA, In","","","","","","","","","","","","",2864.5,15,""
"Vitafol Gummies","PNV 112/Iron/Folic/Om3/DHA/EPA",Overall,38124.52,307,105,32797.87,260,91,29449.95,217,83,7953.85,69,41,4332.87,32,29
"Vitafol Gummies","PNV 112/Iron/Folic/Om3/DHA/EPA","Exeltis USA, In",38124.52,307,105,32797.87,260,91,29449.95,217,83,7953.85,69,41,4332.87,32,29
"Vitafol Ultra","PNV 67/Iron Ps/Folate No.1/DHA",Overall,105879.49,656,262,112130.96,675,262,80231.11,484,211,31238.75,198,137,21294.76,119,83
"Vitafol Ultra","PNV 67/Iron Ps/Folate No.1/DHA","Exeltis USA, In",105879.49,656,262,112130.96,675,262,80231.11,484,211,31238.75,198,137,21294.76,119,83
Vitafol-Ob,"Prenatal Vit 10/Iron Fum/Folic",Overall,31336.08,175,81,30187.92,155,69,26539.1,140,56,5794.17,36,25,4171.13,27,17
Vitafol-Ob,"Prenatal Vit 10/Iron Fum/Folic","Exeltis USA, In",31336.08,175,81,30187.92,155,69,26539.1,140,56,5794.17,36,25,4171.13,27,17
Vitafol-Ob+DHA,"Prenatal Vit 10/Iron/Folic/DHA",Overall,11409.37,55,22,15088.68,82,29,12543.49,69,21,4442.12,22,15,4741.15,26,12
Vitafol-Ob+DHA,"Prenatal Vit 10/Iron/Folic/DHA","Exeltis USA, In",11409.37,55,22,15088.68,82,29,12543.49,69,21,4442.12,22,15,4741.15,26,12
Vitafol-One,"Prenatal 26/Iron Ps/Folic/DHA",Overall,44533.54,258,93,42900.64,231,91,42681.56,201,84,9433.34,44,30,14518.08,60,30
Vitafol-One,"Prenatal 26/Iron Ps/Folic/DHA","Exeltis USA, In",44533.54,258,93,42900.64,231,91,42681.56,201,84,9433.34,44,30,14518.08,60,30
"Vitamin B-1","Thiamine HCl",Overall,"","","","","","","","","","","","",652.92,107,15
"Vitamin B-1","Thiamine HCl",Rugby,"","","","","","","","","","","","",652.92,107,15
"Vitamin D2","Ergocalciferol (Vitamin D2)",Overall,786175.35,170674,41906,567198.38,204388,48278,1186589.65,318142,77560,6450175.9,1066022,362480,7916747.51,1205106,404053
"Vitamin D2","Ergocalciferol (Vitamin D2)","Strides Pharma",527542.07,94000,28188,373873.18,122358,31877,597472.27,185512,45475,2249269.23,352147,116525,2974974.74,368710,114774
"Vitamin D2","Ergocalciferol (Vitamin D2)","Rising Pharm",1965.15,617,170,161.25,62,32,329.32,80,44,3669.03,615,249,4334.83,680,293
"Vitamin D2","Ergocalciferol (Vitamin D2)","Epic Pharma LLC","","","",80.17,20,18,187857.06,30234,12439,1852351.85,255554,103606,2547108.98,297821,114561
"Vitamin D2","Ergocalciferol (Vitamin D2)","Caraco/Sun Phar",2651.93,810,207,422.88,182,62,180.13,46,25,"","","",75.22,34,""
"Vitamin D2","Ergocalciferol (Vitamin D2)",Breckenridge,65585.74,11981,4611,6675.75,3403,1021,9210.59,2382,659,7314.25,1874,759,421.22,83,30
"Vitamin D2","Ergocalciferol (Vitamin D2)","Bionpharma Inc.",188430.46,63266,19996,168483.63,66969,19415,365311.84,94280,26955,2324467.14,452356,178392,2382144.75,535905,200668
"Vitamin D2","Ergocalciferol (Vitamin D2)","Avet Pharmaceut","","","","","","","","","","","","",1758.67,382,279
"Vitamin D2","Ergocalciferol (Vitamin D2)","Alembic Pharmac","","","",17501.52,11394,5080,26228.44,5608,4490,13104.4,3476,1984,5929.1,1491,714
Vitrakvi,"Larotrectinib Sulfate",Overall,"","","","","",67,7400574.39,216,87,17432264.68,535,116,22001911.47,646,115
Vitrakvi,"Larotrectinib Sulfate","Bayer Inc.","","","","","","",7400574.39,216,65,17432264.68,535,116,22001911.47,646,115
Vivelle-Dot,Estradiol,Overall,5827169.89,28070,5531,5621532.89,25475,4941,5055897.96,21793,4601,4590671.81,18388,3935,4153663.83,16369,3600
Vivelle-Dot,Estradiol,Novartis,5827169.89,28070,5531,5621532.89,25475,4941,5055897.96,21793,4601,4590671.81,18388,3935,4153663.83,16369,3600
Vivitrol,"Naltrexone Microspheres",Overall,26445569.98,19677,5223,35990111.33,26676,6694,36655227.27,26136,6439,43303109.72,29526,6999,50748173.76,32755,7654
Vivitrol,"Naltrexone Microspheres","Alkermes Inc",26445569.98,19677,5223,35990111.33,26676,6694,36655227.27,26136,6439,43303109.72,29526,6999,50748173.76,32755,7654
Vivjoa,Oteseconazole,Overall,"","","","","","","","","","","","",95338.24,34,34
Vivjoa,Oteseconazole,"Mycovia Pharmac","","","","","","","","","","","","",95338.24,34,34
Vizimpro,Dacomitinib,Overall,"","","",2063999.76,151,37,2488809.97,177,31,2472649.19,170,38,2379395.62,150,30
Vizimpro,Dacomitinib,"Pfizer US Pharm","","","",2063999.76,151,37,2488809.97,177,31,2472649.19,170,38,2379395.62,150,30
Volnea,Desog-E.Estradiol/E.Estradiol,Overall,"","","","","","",17081.7,346,164,47445.83,1494,365,64258.37,1824,410
Volnea,Desog-E.Estradiol/E.Estradiol,"Xiromed, LLC","","","","","","",17081.7,346,164,47445.83,1494,365,64258.37,1824,410
Voltaren,"Diclofenac Sodium",Overall,130537682.39,1394496,528478,64807625.77,722609,285148,1108656.94,12446,5958,162218.85,1894,1056,26754.69,348,248
Voltaren,"Diclofenac Sodium","Endo Pharm Inc.",130537682.39,1394496,528478,64807625.77,722609,285148,1108656.94,12446,5958,162218.85,1894,1056,26754.69,348,248
Vonjo,"Pacritinib Citrate",Overall,"","","","","","","","","","","","",37696367.44,1918,584
Vonjo,"Pacritinib Citrate","Cti Biopharma C","","","","","","","","","","","","",37696367.44,1918,584
Voriconazole*,Voriconazole,Overall,44907088.25,30111,13256,49640182.85,40923,16296,30505366.92,39960,13548,20606554.43,33356,11293,19192109.54,32867,10831
Voriconazole*,Voriconazole,"X-Gen Pharmaceu",10372425.88,2051,1657,6916461.72,1893,1448,3791468.1,829,531,1933250.65,685,452,60907.16,330,104
Voriconazole*,Voriconazole,"Solco Healthcar",1991836.01,2662,1063,2458811.45,3576,1452,3484442.46,6065,2424,4696737.78,8204,3119,3101561.31,5125,2010
Voriconazole*,Voriconazole,"Slate Run Pharm","","","",1878140.96,741,472,2159493.06,867,393,492804.41,170,120,126043.56,63,37
Voriconazole*,Voriconazole,Sandoz*,9687167.66,5233,2435,7592982,4563,2239,2682849.78,3599,1397,1522760.74,3016,1200,1621873.94,2654,1043
Voriconazole*,Voriconazole,"Viona Pharmaceu","","","",189317,352,185,1139730.5,2111,920,223616.25,533,295,539867.8,961,388
Voriconazole*,Voriconazole,"Northstar Rx Ll",1781378.31,2328,970,1738481.42,2364,1031,91219.66,159,95,"","","",835927.47,1452,626
Voriconazole*,Voriconazole,Mylan,242350.24,309,166,150197.73,250,130,71022.13,142,70,57588.47,103,55,92130.73,129,53
Voriconazole*,Voriconazole,"Major Pharmaceu",24197.01,41,31,24259.98,41,33,14292.67,49,34,33950.74,54,36,30030.14,69,33
Voriconazole*,Voriconazole,"Lupin Pharmaceu",718642.39,860,404,1211753.74,882,499,291395.07,183,96,90872.36,84,30,64510.12,60,28
Voriconazole*,Voriconazole,"Greenstone LLC.",1219180.46,1705,732,872553.08,720,349,672882.03,570,311,546170.92,535,265,448498.37,391,176
Voriconazole*,Voriconazole,"Glenmark Pharma",4016782.58,5043,2012,4528495.87,6362,2700,3658709.85,6615,2787,2845615.38,5317,2587,5730020.9,10161,3992
Voriconazole*,Voriconazole,"Fresenius Kabi","","","","","","","","","","","","",5693.24,22,""
Voriconazole*,Voriconazole,"Aurobindo Pharm",3637447.72,4676,1947,3815937.77,5069,1979,809326.58,2370,1109,305010.05,687,339,470207.18,985,461
Voriconazole*,Voriconazole,"Amneal Pharmace",206628.45,120,48,114222.82,60,33,124717.88,86,30,73455.89,55,23,178841.83,93,43
Voriconazole*,Voriconazole,"Alvogen Inc",8238357.2,1912,1417,12057512.54,3002,1987,4025817.98,1283,860,1060358.02,313,229,318348.99,158,102
Voriconazole*,Voriconazole,"Ajanta Pharma L",2770694.34,3171,1554,6091054.77,11048,4875,7487999.17,15032,5663,6724362.77,13600,5308,5567646.8,10214,4156
Vosevi,Sofosbuvir/Velpatas/Voxilaprev,Overall,144764085.97,5800,2239,89602249.81,3545,1379,67125606.58,2625,1011,58255792.82,2243,867,49927568.58,1905,733
Vosevi,Sofosbuvir/Velpatas/Voxilaprev,"Gilead Sciences",144764085.97,5800,2239,89602249.81,3545,1379,67125606.58,2625,1011,58255792.82,2243,867,49927568.58,1905,733
Votrient,"Pazopanib HCl",Overall,230829576.51,23239,4668,204098034.38,19743,3601,147821583.33,13859,2574,126114097.21,11240,2111,106613649.38,9189,1787
